,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24,topic25,topic26,topic27,topic28,topic29,topic30,topic31,topic32,topic33,topic34,topic35,topic36,topic37,topic38,topic39,topic40
0,0.0009262774256058037,0.0009262774256058037,0.03797229006886482,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.03797285258769989,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.08114022761583328,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.2243819385766983,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.400349885225296,0.07521390169858932,0.036733053624629974,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.03826664760708809,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.0009262774256058037,0.039254624396562576,0.0009262774256058037,0.0009262774256058037
1,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.05625283718109131,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.5688603520393372,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.29363057017326355,0.0006945217028260231,0.0006945217028260231,0.05625340715050697,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231,0.0006945217028260231
2,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.7658149600028992,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.04900212958455086,0.059128206223249435,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.10690448433160782,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096,0.0005319490446709096
3,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.7699030041694641,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.032406821846961975,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.08826770633459091,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.06386150419712067,0.0003846478648483753,0.0003846478648483753,0.03209836035966873,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753,0.0003846478648483753
4,0.04798565059900284,0.0005209227092564106,0.06302782893180847,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.7463065385818481,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.058957066386938095,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.04434509575366974,0.0005209227092564106,0.0005209227092564106,0.0005209227092564106,0.021666472777724266
5,0.000675893563311547,0.000675893563311547,0.1887385994195938,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.05511598661541939,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.027705879881978035,0.21048009395599365,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.02871830016374588,0.05474522337317467,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.000675893563311547,0.4121914207935333
6,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.11679315567016602,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.030163070186972618,0.0003125591028947383,0.0003125591028947383,0.409387469291687,0.033521074801683426,0.0003125591028947383,0.0003125591028947383,0.0493663027882576,0.10594980418682098,0.0003125591028947383,0.008162402547895908,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.09427398443222046,0.013105449266731739,0.11688005179166794,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.013332987204194069,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383,0.0003125591028947383
7,0.07686930149793625,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.012597343884408474,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.017006890848279,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.21195989847183228,0.0003013044479303062,0.0003013044479303062,0.05226631090044975,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0493740551173687,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.5699831247329712,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062,0.0003013044479303062
8,0.00023815881286282092,0.01113298162817955,0.00023815881286282092,0.21947582066059113,0.28229090571403503,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.011310044676065445,0.1950361132621765,0.008241690695285797,0.00023815881286282092,0.00023815881286282092,0.11834334582090378,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.016458380967378616,0.08198271691799164,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.018909884616732597,0.009818761609494686,0.00023815881286282092,0.020330896601080894,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092,0.00023815881286282092
9,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.19005069136619568,0.1055288165807724,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.12563775479793549,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.13543255627155304,0.0010003017960116267,0.04555780440568924,0.0010003017960116267,0.05752047151327133,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.16350726783275604,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.0010003017960116267,0.10474560409784317,0.041009657084941864
