,문서 번호,가장 비중이 높은 토픽,가장 높은 토픽의 비중,각 토픽의 비중
92,92,12.0,0.31161826848983765,"[(4, 0.11202077), (12, 0.31161827), (16, 0.09551445), (17, 0.020046374), (19, 0.19524005), (20, 0.038437877), (21, 0.10798826), (22, 0.070480764), (25, 0.014200277), (26, 0.027308015)]"
93,93,25.0,0.24484464526176453,"[(1, 0.06422885), (10, 0.095744304), (13, 0.032463107), (17, 0.14100632), (25, 0.24484465), (29, 0.09506414), (30, 0.02556988), (34, 0.08563607), (37, 0.15039176), (39, 0.04799916)]"
94,94,20.0,0.6835329532623291,"[(3, 0.035362467), (4, 0.12542471), (8, 0.03396668), (9, 0.017064182), (20, 0.68353295), (22, 0.034866694), (35, 0.056029953)]"
95,95,19.0,0.7724348902702332,"[(6, 0.032040175), (19, 0.7724349), (22, 0.016977778), (29, 0.14151008), (35, 0.026976636)]"
96,96,19.0,0.44494864344596863,"[(6, 0.20698097), (19, 0.4449486), (23, 0.047926854), (25, 0.021494273), (26, 0.013799589), (33, 0.17201841), (35, 0.08051481)]"
97,97,15.0,0.3404799997806549,"[(3, 0.19044895), (4, 0.07384287), (12, 0.22128704), (13, 0.010187751), (15, 0.34048), (28, 0.07488587), (30, 0.07155249)]"
98,98,12.0,0.5506192445755005,"[(3, 0.09306085), (4, 0.15731636), (12, 0.55061924), (16, 0.023783369), (20, 0.05354531), (22, 0.06236777), (36, 0.044025864)]"
99,99,15.0,0.45602715015411377,"[(3, 0.36719), (4, 0.13158429), (15, 0.45602712), (29, 0.031962406)]"
100,100,3.0,0.9890444278717041,"[(3, 0.9890444)]"
101,101,36.0,0.6389673352241516,"[(11, 0.03268187), (16, 0.11942516), (18, 0.063480854), (22, 0.019335113), (36, 0.63896734), (39, 0.110070504)]"
102,102,3.0,0.5690990090370178,"[(3, 0.569099), (5, 0.03650496), (12, 0.09330212), (13, 0.01531229), (15, 0.030900603), (16, 0.01764356), (18, 0.083937325), (21, 0.017085837), (26, 0.03938555), (29, 0.06761218), (31, 0.017126465)]"
103,103,2.0,0.42263561487197876,"[(2, 0.4226356), (8, 0.018041948), (10, 0.10062116), (14, 0.016166665), (20, 0.079791896), (21, 0.017336939), (23, 0.016327037), (24, 0.040581446), (29, 0.033354264), (30, 0.01675571), (31, 0.15883552), (39, 0.06843556)]"
104,104,0.0,0.3944131135940552,"[(0, 0.3944131), (4, 0.026374817), (13, 0.055304192), (17, 0.11666995), (29, 0.058166914), (37, 0.33271927)]"
105,105,17.0,0.33807313442230225,"[(2, 0.05645137), (8, 0.016535796), (9, 0.100129716), (16, 0.091150224), (17, 0.33807313), (19, 0.019583214), (25, 0.1013166), (29, 0.13507494), (31, 0.09430713), (38, 0.023210322), (39, 0.013657915)]"
106,106,13.0,0.4445084035396576,"[(10, 0.3139833), (13, 0.4445084), (18, 0.07706085), (31, 0.14193927)]"
107,107,8.0,0.20418943464756012,"[(8, 0.20418943), (16, 0.18360056), (19, 0.14055964), (24, 0.10878078), (25, 0.16715704), (30, 0.018972322), (31, 0.08195658), (35, 0.07996622)]"
108,108,37.0,0.8914594054222107,"[(0, 0.0116095515), (15, 0.012639427), (21, 0.011946259), (26, 0.011390987), (29, 0.0388539), (35, 0.012829589), (37, 0.89145935)]"
109,109,11.0,0.8891410231590271,"[(3, 0.025740167), (11, 0.8891411), (14, 0.021364318), (18, 0.044998977)]"
110,110,4.0,0.21083267033100128,"[(3, 0.16237509), (4, 0.21083267), (11, 0.13457821), (16, 0.07240253), (17, 0.033739537), (19, 0.03863566), (20, 0.20720704), (22, 0.12810598)]"
111,111,13.0,0.4049926996231079,"[(1, 0.20500612), (13, 0.4049927), (24, 0.20498106)]"
112,112,7.0,0.48172467947006226,"[(2, 0.02774688), (7, 0.48172465), (13, 0.026360033), (17, 0.14785467), (24, 0.05139026), (30, 0.034362715), (39, 0.21925473)]"
113,113,4.0,0.2925066649913788,"[(4, 0.29250666), (9, 0.02277054), (13, 0.14632219), (14, 0.067206554), (17, 0.053883668), (23, 0.1560889), (29, 0.196318), (38, 0.047121685)]"
114,114,8.0,0.7890421152114868,"[(8, 0.7890421), (9, 0.024586176), (10, 0.0695263), (16, 0.012463428), (17, 0.093964145)]"
115,115,31.0,0.5468142628669739,"[(16, 0.03149961), (17, 0.2000473), (25, 0.13094233), (29, 0.065685906), (31, 0.54681426)]"
116,116,6.0,0.22103334963321686,"[(1, 0.10074331), (5, 0.09916194), (6, 0.22103335), (16, 0.104671165), (25, 0.017357772), (26, 0.020844188), (28, 0.07340778), (30, 0.1495608), (35, 0.20029841)]"
117,117,10.0,0.4170663356781006,"[(5, 0.18205893), (8, 0.039080393), (9, 0.14466627), (10, 0.41706634), (17, 0.13470422), (18, 0.044180986), (19, 0.021739181)]"
118,118,37.0,0.3637210428714752,"[(6, 0.05776335), (9, 0.034760863), (17, 0.03439469), (20, 0.022499971), (22, 0.094845474), (31, 0.36143148), (37, 0.36372104), (38, 0.017247345)]"
119,119,4.0,0.8373734354972839,"[(4, 0.83737344), (11, 0.013947167), (20, 0.06923074), (26, 0.022983259), (29, 0.023766479), (37, 0.023037981)]"
120,120,24.0,0.550851047039032,"[(2, 0.07752031), (13, 0.051716562), (16, 0.08172282), (17, 0.060020316), (24, 0.55085105), (29, 0.079716936), (30, 0.025619116), (35, 0.026517618), (37, 0.026933039)]"
121,121,5.0,0.39480969309806824,"[(4, 0.07374496), (5, 0.3948097), (13, 0.03383159), (15, 0.012461146), (19, 0.26668733), (21, 0.017497249), (23, 0.015528443), (24, 0.028298158), (25, 0.062984), (38, 0.08279115)]"
122,122,24.0,0.6874407529830933,"[(10, 0.0251411), (13, 0.059973292), (17, 0.16355199), (24, 0.68744075), (38, 0.047980458)]"
123,123,4.0,0.9341135621070862,"[(3, 0.031423423), (4, 0.9341136), (38, 0.0228997)]"
124,124,8.0,0.6093086004257202,"[(8, 0.6093086), (10, 0.06434407), (15, 0.014287677), (17, 0.08244953), (24, 0.016275695), (30, 0.0139751285), (34, 0.048313152), (38, 0.027588338), (39, 0.11283921)]"
125,125,12.0,0.20462128520011902,"[(8, 0.02769834), (9, 0.029032843), (11, 0.05171211), (12, 0.20462129), (15, 0.056809153), (16, 0.06309254), (19, 0.069333114), (25, 0.19354557), (30, 0.060374457), (31, 0.08913633), (35, 0.046678107), (37, 0.089041665)]"
126,126,17.0,0.28164011240005493,"[(0, 0.09143537), (9, 0.14934573), (17, 0.2816401), (21, 0.067622416), (24, 0.26569515), (33, 0.13261451)]"
